timestamp,face_detected,avg_norm_x,avg_norm_y,screen_x,screen_y,current_text,text_length
1778096033.139578,1,0.3641788850379324,-5374999.031250121,932,-7739998605,None,0
1778096033.333021,1,0.4186079896762315,-1.6406237402350596,1071,-2362,None,0
1778096033.370783,1,0.3777151168335242,-3.361107182102758,966,-4839,None,0
1778096033.410559,1,0.41012366425234614,-3.987495326254743,1049,-5741,None,0
1778096033.4512918,1,0.4093687030685914,-0.9444438950619374,1047,-1359,None,0
1778096033.492695,1,0.402825706382389,-2.055554160494565,1031,-2959,None,0
1778096033.551125,1,0.351179241766272,-3.6590886844019743,899,-5269,None,0
1778096033.658735,1,0.2565810203755816,-3.3333314149315356,656,-4799,None,0
1778096033.697738,1,0.19981971238609186,-2.5624985104174285,511,-3689,None,0
1778096033.73967,1,0.21451465230641475,-5.88541033247165,549,-8474,None,0
1778096033.77924,1,0.2207661288640388,-5.099994427505621,565,-7343,None,0
1778096033.820818,1,0.2111507444335654,-4.724994802505245,540,-6803,None,0
1778096033.862786,1,0.21260107800637162,-4.68181309711256,544,-6741,None,0
1778096033.902099,1,0.21911764670847744,-2.1624987337506516,560,-3113,None,0
1778096033.943174,1,0.169117648566943,-2.0749987675006354,432,-2987,None,0
1778096034.026401,1,0.22239454075590026,-2.198862337035792,569,-3166,None,0
1778096034.068587,1,0.17971220851281466,-2.249998670455229,460,-3239,None,0
1778096034.10902,1,0.19750310200361243,-2.215907764463493,505,-3190,None,0
1778096034.150343,1,0.21960297754040337,-5.818175493808024,562,-8378,None,0
1778096034.190511,1,0.23045905675485967,-2.5499984950007755,589,-3671,None,0
1778096034.232007,1,0.1973824792203953,-5.162494308755744,505,-7433,None,0
1778096034.272328,1,0.20260989059061751,-5.34999417750587,518,-7703,None,0
1778096034.3148859,1,0.226864330243707,-4.999994545460042,580,-7199,None,0
1778096034.353607,1,0.23715321487285212,-5.437494056255995,607,-7829,None,0
1778096034.394668,1,0.2477936690516518,-5.512493936256119,634,-7937,None,0
1778096034.435358,1,0.20634305221832872,-5.274994185005869,528,-7595,None,0
1778096034.476404,1,0.1870421253022454,-4.954540004137727,478,-7134,None,0
1778096034.5189,1,0.24037583596523993,-5.149994310005744,615,-7415,None,0
1778096034.559981,1,0.23767498392190411,-5.349994065005994,608,-7703,None,0
1778096034.686579,1,0.2848124076528529,-4.9027722330303085,729,-7059,None,0
1778096034.72265,1,0.28224431634600156,-4.897721941121074,722,-7052,None,0
1778096034.763859,1,0.3286472115587249,-1.333332767676967,841,-1919,None,0
1778096034.8049788,1,0.2825674243484261,-1.2462115735768702,723,-1794,None,0
1778096034.844917,1,0.34303713174573813,-5.699993805006246,878,-8207,None,0
1778096034.8854568,1,0.27232142737325793,-2.138887581790803,697,-3079,None,0
1778096034.9283671,1,0.3144736814464806,-6249999.444444506,805,-8999999200,None,0
1778096034.9691882,1,0.2608225095521248,-5.449994055005995,667,-7847,None,0
1778096035.009604,1,0.28508771728713733,-6124999.444444506,729,-8819999200,None,0
1778096035.0512252,1,0.28508771728713733,-2.2291653252321773,729,-3209,None,0
1778096035.09257,1,0.34592529289329077,-4.99999455556105,885,-7199,None,0
1778096035.132044,1,0.3585722784216293,4249999.35000013,917,6119999064,None,0
1778096035.174603,1,0.37146464272501356,5.37499431250574,950,7739,None,0
1778096035.2157462,1,0.29761904520373816,3999999.312500172,761,5759999010,None,0
1778096035.2565062,1,0.3859354990901097,3249995.000005,987,4679992800,None,0
1778096035.297397,1,0.29689916255134396,-3.4999957500046257,760,-5039,None,0
1778096035.338624,1,0.33740685167237117,-3.4583291805599403,863,-4979,None,0
1778096035.3792698,1,0.2646454642242153,-3.4583291805599403,677,-4979,None,0
1778096035.4202392,1,0.35776941947025054,-3.474995905004219,915,-5003,None,0
1778096035.4597409,1,0.374327952307576,-3.8749955250045955,958,-5579,None,0
1778096035.501608,1,0.3556307563106481,-4.199995160004969,910,-6047,None,0
1778096035.542856,1,0.36694964412086983,-4.199995160004969,939,-6047,None,0
1778096035.582863,1,0.3455501113119489,-3.9499954100047185,884,-5687,None,0
1778096035.624806,1,0.3632172085783332,-4.1249953541714,929,-5939,None,0
1778096035.6666298,1,0.3018219808060483,-5499999.20000016,772,-7919998848,None,0
1778096035.7072058,1,0.40704448549179295,-4.24999515000497,1042,-6119,None,0
1778096035.74836,1,0.29838709435098465,-4.024995395004721,763,-5795,None,0
1778096035.789384,1,0.32129629286179706,-5249999.05000019,822,-7559998632,None,0
